journal_id,title,issn,lang,years,database
"48850","Current Medical Literature: Breast Cancer","0956-6511","西文","1/1/2011-10/1/2012","ProQuest 【電子期刊】"
"48849","Current Medical Literature: Colorectal Cancer","1364-4831","西文","4/1/2010-1/1/2011","ProQuest 【電子期刊】"
"48852","Current Medical Literature: Cystic Fibrosis","2045-712X","西文","1/1/2011-1/1/2014","ProQuest 【電子期刊】"
"48848","Current Medical Literature: Dermatology","1361-4215","西文","1/1/2011-10/1/2013","ProQuest 【電子期刊】"
"48847","Current Medical Literature: Diabetes","0265-797X","西文","1/1/2011-10/1/2012","ProQuest 【電子期刊】"
"48846","Current Medical Literature: Gastroenterology","0263-2659","西文","1/1/2011-10/1/2012","ProQuest 【電子期刊】"
"48845","Current Medical Literature: Kidney Cancer","1759-832X","西文","1/1/2011-7/1/2011","ProQuest 【電子期刊】"
"48844","Current Medical Literature: Leukemia and Lymphoma","0969-7063","西文","1/1/2011-10/1/2014","ProQuest 【電子期刊】"
"48843","Current Medical Literature: Lung Cancer","1469-6886","西文","1/1/2010-1/1/2013","ProQuest 【電子期刊】"
"48851","Current Medical Literature: Lysosomal Storage Disease","1473-0901","西文","1/1/2012-1/1/2014","ProQuest 【電子期刊】"
"48842","Current Medical Literature: Multiple Sclerosis","2041-2177","西文","1/1/2011-10/1/2015","ProQuest 【電子期刊】"
"48841","Current Medical Literature: Neurology","1356-6237","西文","1/1/2011-10/1/2012","ProQuest 【電子期刊】"
"48840","Current Medical Literature: Ophthalmology","0963-0112","西文","1/1/2011-10/1/2015","ProQuest 【電子期刊】"
"48839","Current Medical Literature: Psychiatry","0957-770X","西文","1/1/2011-7/1/2012","ProQuest 【電子期刊】"
"48838","Current Medical Literature: Pulmonary Hypertension","2041-1693","西文","1/1/2011-1/1/2013","ProQuest 【電子期刊】"
"48837","Current Medical Literature: Rheumatology","0261-3360","西文","1/1/2011-1/1/2014","ProQuest 【電子期刊】"
"48836","Current Medical Literature: Urology","1357-1532","西文","1/1/2011-10/1/2012","ProQuest 【電子期刊】"
"45710","Current Medical Research and Opinion","0300-7995","西文","1998-2008","ProQuest 【電子期刊】"
"49798","Current Medical Science","2096-5230","西文","1981-present","Springer 【電子期刊】"
"45711","Current Medicinal Chemistry","0929-8673","西文","2000-2008","ProQuest 【電子期刊】"
"48853","Current Medicine","2731-0868","西文","12/1/2022+","ProQuest 【電子期刊】"
"18488","Current microbiology","0343-8651","西文","20000101-","MEDLINE電子期刊"
"45712","Current Microbiology","0343-8651","西文","1997-present(已延遲 1 年)","ProQuest 【電子期刊】"
"48854","Current Neurology","1641-9227","西文","1/1/2005+","ProQuest 【電子期刊】"
"45713","Current Neurology and Neuroscience Reports","1528-4042","西文","2001-present(已延遲 1 年)","ProQuest 【電子期刊】"
"49566","Current Neurology and Neuroscience Reports","1528-4042","西文","2001.02-present","Springer 【電子期刊】"
"49567","Current Oncology Reports","1523-3790","西文","1999.03-present","Springer 【電子期刊】"
"45714","Current Oncology Reports; Philadelphia","1523-3790","西文","2013-present(已延遲 1 年)","ProQuest 【電子期刊】"
"49815","Current Ophthalmology Reports","2167-4868","西文","3/1/2013+","ProQuest 【電子期刊】"
"37606","Current Opinion in Allergy & Clinical Immunology","1528-4050","西文","2001.02-present","OVID 【電子期刊】"
"37607","Current Opinion in Anaesthesiology","0952-7907","西文","1998.02-present","OVID 【電子期刊】"
"37990","Current Opinion in Biotechnology","0958-1669","西文","2007.02-present","ClinicalKey 【電子期刊&電子書】"
"37608","Current Opinion in Cardiology","0268-4705","西文","1999.01-present","OVID 【電子期刊】"
"37991","Current Opinion in Cell Biology","0955-0674","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37609","Current Opinion in Clinical Nutrition & Metabolic Care","1363-1950","西文","1998.01-present","OVID 【電子期刊】"
"37610","Current Opinion in Critical Care","1070-5295","西文","1999.02-present","OVID 【電子期刊】"
"37611","Current Opinion in Endocrinology, Diabetes & Obesity","1752-296X","西文","2007.02-present","OVID 【電子期刊】"
"37612","Current Opinion in Gastroenterology","0267-1379","西文","1999.01-present","OVID 【電子期刊】"
"37992","Current Opinion in Genetics & Development","0959-437X","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37614","Current Opinion in Hematology","1065-6251","西文","1999.01-present","OVID 【電子期刊】"
"37613","Current Opinion in HIV & AIDS","1746-630X","西文","2006.01-present","OVID 【電子期刊】"
"37993","Current Opinion in Immunology","0952-7915","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37615","Current Opinion in Infectious Diseases","0951-7375","西文","1998.02-present","OVID 【電子期刊】"
"37616","Current Opinion in Lipidology","0957-9672","西文","1998.02-present","OVID 【電子期刊】"
"37994","Current Opinion in Microbiology","1369-5274","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37617","Current Opinion in Nephrology & Hypertension","1062-4821","西文","1998.01-present","OVID 【電子期刊】"
"37995","Current Opinion in Neurobiology","0959-4388","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37618","Current Opinion in Neurology","1350-7540","西文","1998.02-present","OVID 【電子期刊】"
"37619","Current Opinion in Obstetrics & Gynecology","1040-872X","西文","1998.02-present","OVID 【電子期刊】"
"37620","Current Opinion in Oncology","1040-8746","西文","1999.01-present","OVID 【電子期刊】"
"37621","Current Opinion in Ophthalmology","1040-8738","西文","1999.02-present","OVID 【電子期刊】"
"37622","Current Opinion in Organ Transplantation","1087-2418","西文","1999.03-present","OVID 【電子期刊】"
"37623","Current Opinion in Otolaryngology & Head & Neck Surgery","1068-9508","西文","1999.02-present","OVID 【電子期刊】"
"37624","Current Opinion in Pediatrics","1040-8703","西文","1999.02-present","OVID 【電子期刊】"
"37996","Current Opinion in Pharmacology","1471-4892","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37625","Current Opinion in Psychiatry","0951-7367","西文","1995.01-present","OVID 【電子期刊】"
"37626","Current Opinion in Pulmonary Medicine","1070-5287","西文","1999.01-present","OVID 【電子期刊】"
"37627","Current Opinion in Rheumatology","1040-8711","西文","1999.01-present","OVID 【電子期刊】"
"37628","Current Opinion in Supportive & Palliative Care","1751-4258","西文","2007.04-present","OVID 【電子期刊】"
"37629","Current Opinion in Urology","0963-0643","西文","1998.01-present","OVID 【電子期刊】"
"48855","Current Oral Health Reports","2196-3002","西文","3/1/2014+","ProQuest 【電子期刊】"
"37630","Current Orthopaedic Practice","1940-7041","西文","2008.04-present","OVID 【電子期刊】"
"49568","Current Osteoporosis Reports","1544-1873","西文","2003.06-persent","Springer 【電子期刊】"
"48856","Current Pain and Headache Reports","1531-3433","西文","3/1/1997+","ProQuest 【電子期刊】"
"49569","Current Pain and Headache Reports","1531-3433","西文","1997.03-present","Springer 【電子期刊】"
"51205","Current Pain and Headache Reports","1531-3433","西文","3/1/1997+","ProQuest 【電子期刊】"
"51206","Current Pediatrics Reports","2167-4841","西文","12/1/2024+","ProQuest 【電子期刊】"
"45715","Current Pharmaceutical Design","1381-6128","西文","2000-2008","ProQuest 【電子期刊】"
"48857","Current Physical Medicine and Rehabilitation Reports","2167-4833","西文","3/1/2013+","ProQuest 【電子期刊】"
"37997","Current Problems in Cancer","0147-0272","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38562","Current Problems in Cancer: Case Reports","2666-6219","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"37998","Current Problems in Cardiology","0146-2806","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"37999","Current Problems in Diagnostic Radiology","0363-0188","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38000","Current Problems in Pediatric and Adolescent Health Care","1538-5442","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38001","Current Problems in Surgery","0011-3840","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"49570","Current Psychiatry Reports","1523-3812","西文","1999.06-present","Springer 【電子期刊】"
"48858","Current Research in Nutrition and Food Science","2347-467X","西文","8/1/2013+","ProQuest 【電子期刊】"
"51075","Current Research in Translational Medicine","2452-3186","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"35963","Current Research Journal of Biological Sciences","2041-0778","西文","20010625-20100710","Airiti Library 【華藝中文電子期刊】"
"49571","Current Reviews in Musculoskeletal Medicine","1935-9748","西文","2008.03-present","Springer 【電子期刊】"
"51207","Current Reviews in Musculoskeletal Medicine","1935-973X","西文","1/1/2023+","ProQuest 【電子期刊】"
"49572","Current Rheumatology Reports","1523-3774","西文","1999.06-present","Springer 【電子期刊】"
"51208","Current Rheumatology Reports","1523-3774","西文","1/1/2023+","ProQuest 【電子期刊】"
"48133","Current Science","0011-3905","西文","1996-2012","ProQuest 【電子期刊】"
"48859","Current Sexual Health Reports","1548-3584","西文","3/1/2004+","ProQuest 【電子期刊】"
"49573","Current Sexual Health Reports","1548-3584","西文","2004-present","Springer 【電子期刊】"
"48860","Current Sleep Medicine Reports","2198-6401","西文","3/1/2015+","ProQuest 【電子期刊】"
"18489","Current sports medicine reports","1537-890X","西文","20060201-20110701","MEDLINE電子期刊"
"37631","Current Sports Medicine Reports","1537-890X","西文","2002.02-present","OVID 【電子期刊】"
"38002","Current Therapeutic Research","0011-393X","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"51080","Current Therapeutic Research","0011-393X","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"48861","Current Treatment Options in Allergy","2196-3053","西文","3/1/2014+","ProQuest 【電子期刊】"
"48862","Current Treatment Options in Cardiovascular Medicine","1092-8464","西文","3/1/1999+","ProQuest 【電子期刊】"
"49574","Current Treatment Options in Cardiovascular Medicine","1092-8464","西文","1999.03-present","Springer 【電子期刊】"
"49575","Current Treatment Options in Gastroenterology","1092-8472","西文","1998-present","Springer 【電子期刊】"
"51209","Current Treatment Options in Gastroenterology","1092-8472","西文","3/1/2023+","ProQuest 【電子期刊】"
"49577","Current Treatment Options in Neurology","1092-8480","西文","1999.02-present","Springer 【電子期刊】"
"45716","Current Treatment Options in Oncology","1534-5277","西文","2000-2018","ProQuest 【電子期刊】"
"49578","Current Treatment Options in Oncology","1527-2729","西文","2000.02-present","Springer 【電子期刊】"
"48863","Current Treatment Options in Pediatrics","2198-6088","西文","3/1/2015+","ProQuest 【電子期刊】"
"51210","Current Treatment Options in Rheumatology","2198-6002","西文","3/1/2023+","ProQuest 【電子期刊】"
"49579","Current Urology Reports","1527-2737","西文","2000.03-present","Springer 【電子期刊】"
"51211","Current Urology Reports","1527-2737","西文","1/1/2023+","ProQuest 【電子期刊】"
"45717","Cutis","0011-4162","西文","1998-2003","ProQuest 【電子期刊】"
"48864","CVIR Endovascular","2520-8934","西文","12/1/2018+","ProQuest 【電子期刊】"
"51212","CVIR Oncology","3059-2003","西文","12/1/2025+","ProQuest 【電子期刊】"
"18490","Cytogenetic and genome research","1424-8581","西文","20020101-","MEDLINE電子期刊"
"45718","Cytogenetic and Genome Research","1424-8581","西文","1996-2015","ProQuest 【電子期刊】"
"18491","Cytogenetics and cell genetics","0301-0171","西文","19980101-20011201","MEDLINE電子期刊"
"46894","CytoJournal","0974-5963","西文","2008-2019","ProQuest 【電子期刊】"
"38003","Cytokine and Growth Factor Reviews","1359-6101","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"18492","Cytokines, cellular & molecular therapy","1368-4736","西文","19990301-20021201","MEDLINE電子期刊"
"18493","Cytopathology: official journal of the British Society for Clinical Cytology","0956-5507","西文","19980201-","MEDLINE電子期刊"
"18494","Cytotherapy","1465-3249","西文","20000101-20121201","MEDLINE電子期刊"
"38004","Cytotherapy","1465-3249","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"49582","Die Chirurgie","2731-6971","西文","1997-present","Springer 【電子期刊】"
"51218","Die Chirurgie","2731-6971","西文","1/1/2023+","ProQuest 【電子期刊】"
"19322","The Canadian nurse","0008-4581","西文","20040901-","MEDLINE電子期刊"
"19068","The cerebellum","1473-4222","西文","20020101-","MEDLINE電子期刊"
"37214","The Changhua Journal of Medicine","1680-1504","西文","20000101-present","Airiti Library 【華藝中文電子期刊】"
"36063","The Chinese Journal of Physiology","0304-4920","西文","20060401-","Airiti Library 【華藝中文電子期刊】"
"36064","The Chinese Pharmaceutical Journal","1016-1015","中文","20000201-","Airiti Library 【華藝中文電子期刊】"
